Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
YOUNG-IN biotech,https://www.crunchbase.com/organization/young-in-biotech,"Biotechnology, Health Care, Manufacturing, Medical Device","Bucheon, Kyonggi-do, South Korea","YOUNG-IN biotech engages in the R&D and manufacturing of medical, aesthetic and healthcare devices.","1,597,383",,Active,2007-01-01,month,,,,,For Profit,http://www.young-inbt.com,,,,,
Curiosis,https://www.crunchbase.com/organization/curiosis,"Biotechnology, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Curiosis is an innovative biotech company,"1,601,118",,Active,2015-01-01,year,,,,,For Profit,https://www.curiosis.co.kr/,Curiosis’s expert team of scientists and engineers are dedicated to develop high efficiency instruments by using core technologies of biophysics and electronic engineering. Providing cutting edge technologies and optimized platform allow the researchers to challenging their progress improvement.,,,USD,
Ninebee,https://www.crunchbase.com/organization/ninebee,"Biotechnology, Health Care, Pharmaceutical","Daejeon, Taejon-jikhalsi, South Korea","Ninebee develops drugs and functional foods intended for menopausal symptoms, weight gain, osteoporosis, osteoarthritis, and memory loss.","1,609,820",,Active,2016-08-01,day,,,,,For Profit,https://www.nineb.co.kr,,,,USD,
BioSolix,https://www.crunchbase.com/organization/biosolix,"Biotechnology, Health Care, Medical","Daegu, Taegu-jikhalsi, South Korea","BioSolix is a biotechnology company that develops gene transfer products based on polymers, liposomes, exosomes, and peptides.","1,615,544",,Active,2019-01-01,year,,,,,For Profit,http://biosolyx.com,,,,,
Life Science Technology,https://www.crunchbase.com/organization/life-science-technology-7ad4,"Biotechnology, Health Care, Manufacturing, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Life Science Technology is a biomedical engineering company that develops bio-signal measurement device development.,"1,616,348",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,http://lstgrp.com,,,,,
Croen,https://www.crunchbase.com/organization/croen,"Biotechnology, Chemical, Pharmaceutical","Seongnam, Kyonggi-do, South Korea","Croen is a pharmaceutical research and development company that develops and registers pharmaceuticals, biocides, and chemicals.","1,622,691",,Active,2009-01-01,year,,,,,For Profit,http://www.croen.co.kr,,,,,
CELANTEC,https://www.crunchbase.com/organization/celantec,"Biotechnology, Genetics, Medical","Seoul, Seoul-t'ukpyolsi, South Korea","CELANTEC is a biotech company specializing in stable cell line construction, gene cloning, and lenti virus packaging service.","1,634,255",,Active,2020-01-01,year,,,,,For Profit,https://www.celantec.co.kr,,,,,
DongBang FTL,https://www.crunchbase.com/organization/dongbang-ftl,"Biotechnology, Manufacturing, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",DongBang FTL is a healthcare company that provides develops and manufactures various bio products.,"1,638,022",$1M to $10M,Active,1990-01-01,year,,,,,For Profit,https://dongbangftl.com,,,,,
Scripps Korea Antibody Institute,https://www.crunchbase.com/organization/scripps-korea-antibody-institute,"Biotechnology, Education, Life Science","Chuncheon, Kangwon-do, South Korea",Scripps Korea Antibody Institute is a research and development center that develops therapeutic antibodies.,"1,644,808",$50M to $100M,Active,2009-01-01,year,,,,,For Profit,http://www.skai.or.kr,,,,,
Philosys Healthcare,https://www.crunchbase.com/organization/philosys-healthcare,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Philosys Healthcare manufactures and distributes pharmaceuticals.,"1,655,721",,Active,1998-05-06,day,,,,,For Profit,http://www.topfield.co.kr/,,,,,
iBio Korea,https://www.crunchbase.com/organization/ibio-korea,"Biotechnology, Clinical Trials, Medical, Pharmaceutical","Busan, Pusan-jikhalsi, South Korea",iBio Korea is a pharmaceutical company that develops medicines for eye diseases.,"1,656,231",,Active,2016-01-01,year,,,,,For Profit,http://www.eyebiokorea.com,,,,USD,
Biobit,https://www.crunchbase.com/organization/biobit,"Biotechnology, Cosmetics, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",Biobit is a biotech company that develops antimicrobial control system technology to create a safer world.,"1,681,524",,Active,2015-01-01,year,,,,,For Profit,http://www.biovit.co.kr,,,,,
1st PhileKorea,https://www.crunchbase.com/organization/1st-philekorea,"Biotechnology, Medical, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",1st PhileKorea provides biotechnology tools and technologies.,"1,681,933",,Active,2000-01-01,year,,,,,For Profit,https://philekorea.kr,,,,,
Microgentas,https://www.crunchbase.com/organization/microgentas,"Biotechnology, Clinical Trials, Health Care, Medical, Oncology","Seoul, Seoul-t'ukpyolsi, South Korea",Microgentas specializes in sample preprocessing and liquid biopsy-based early cancer diagnosis services.,"1,688,731",,Active,2021-01-21,day,,,,,For Profit,https://microgentas.com,,,,,
NeurolMed,https://www.crunchbase.com/organization/neurolmed,"Biopharma, Biotechnology, Medical, Pharmaceutical","Seongnam, Kyonggi-do, South Korea","NeurolMed is a biopharmaceutical company that develops drugs, biomolecules, and natural products for acute.","1,698,393",,Active,2019-01-01,year,,,,,For Profit,https://neurolmed.com,,Seed,,USD,
Wellbiotec,https://www.crunchbase.com/organization/wellbiotec,"Biopharma, Biotechnology, Construction, Fashion, Logistics, Manufacturing, Retail","Seoul, Seoul-t'ukpyolsi, South Korea","Wellbiotec is a retail company that involves in EV charger, biopharmaceutical, logistics, and fashion business.","1,701,560",,Active,1975-04-19,day,1997-07-18,day,,,For Profit,http://www.wellbiotec.co.kr/,"Wellbiotec is a retail firm that includes businesses in biopharmaceuticals, fashion, and the construction of machinery and equipment. Their business sectors include EVC manufacturing, PDRN, biopharmaceutical, retail business, logistics, and fashion business. Their product categories include biotech EVC manufacturing, biopharmaceuticals, food, and drink fashion.",IPO,,,
THEDONEE,https://www.crunchbase.com/organization/thedonee,"Biopharma, Biotechnology, Medical","Suwon, Ch'ungch'ong-namdo, South Korea","THEDONEE is a biotech firm that develops in vitro diagnostic devices, anticancer drugs, and stem cell-based regenerative medicine.","1,714,169",,Active,2021-01-01,year,,,,,For Profit,http://thedonee.com,,,,USD,
Daesung Microorganism Research Institute,https://www.crunchbase.com/organization/daesung-microbiological-labs,"Biotechnology, Manufacturing, Medical, Pharmaceutical, Veterinary","Uiwang, Kyonggi-do, South Korea",Daesung Microbial Research Institute manufactures vaccines and medicines for animals.,"1,722,267",$10M to $50M,Active,1966-02-04,day,2000-04-04,day,,,For Profit,http://www.dsmbio.com,"Daesung Microorganism Research Institute is a vaccine and other animal medicines manufacturing and distribution company. They produce vaccines, antibiotics, antibacterial agents, anthelmintics, nutrients, antipyretic analgesics, anti-inflammatory agents, probiotic enzymes, immune enhancers, and disinfectants.",IPO,,,
AEN Bio,https://www.crunchbase.com/organization/aen-bio,"Biotechnology, Environmental Engineering, Organic","Kimhae, Kyongsang-namdo, South Korea",AEN Bio is an environmental company that develops biodegradable sanitizers and fertilizers.,"1,739,025",,Active,2017-04-05,day,,,,,For Profit,http://en.aen-bio.co.kr,,,,,
Biogenics,https://www.crunchbase.com/organization/biogenics,"Biotechnology, Cosmetics, Personal Health, Pharmaceutical","Daejeon, Taejon-jikhalsi, South Korea",Biogenics develops cosmetic materials to enhance customer beauty and health.,"1,744,699",,Active,2006-01-01,year,,,,,For Profit,http://www.biogenics.co.kr,"Biogenics develops cosmetic materials to enhance customer beauty and health. The company specializes in the development of cosmetic materials with whitening, anti-wrinkle, and anti-oxidant functions based on the core technologies of encapsulation and solubilization.",,,USD,
KNAX,https://www.crunchbase.com/organization/knax,"Biotechnology, Health Diagnostics, Pharmaceutical","Hanam, Kyonggi-do, South Korea",KNAX is a bio pharma company that develops diagnostic kits and medicines.,"1,744,912",,Active,2000-08-22,day,,,,,For Profit,http://www.knax.co.kr,,,,,
AttisLab,https://www.crunchbase.com/organization/attislab,"Biotechnology, Pharmaceutical, Precision Medicine, Therapeutics","Daejeon, Taejon-jikhalsi, South Korea",AttisLab is a biotechnology company that develops personalized medicine and drug screening.,"1,747,546",,Active,2019-01-01,year,,,,,For Profit,https://attislab.com,,,,,
Hesed Bio,https://www.crunchbase.com/organization/hesed-bio,"Biopharma, Biotechnology, Life Science","Pohang, Kyongsang-bukto, South Korea","Hesed Bio is a biotechnology company that researches life science for new drugs, cosmetics, and health foods.","1,755,496",,Active,2019-01-01,year,,,,,For Profit,https://hesedbio.com,,,,,
"G Biologics Co., Ltd.",https://www.crunchbase.com/organization/g-biologics-co-ltd,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Seongnam, Kyonggi-do, South Korea","G Biologics produces antibiotic drugs, respiratory drugs, cardiovascular drugs, vitamin tablets, health care drugs.","1,778,327",,Active,2018-01-01,year,,,,,For Profit,http://www.gbiologics.com/,"G Biologics Co., Ltd. produces antibiotic drugs, respiratory drugs, cardiovascular drugs, vitamin tablets, health care drugs, and other related products.",,,,
BTGin,https://www.crunchbase.com/organization/btgin,"Biotechnology, Manufacturing, Pharmaceutical","Daejeon, Taejon-jikhalsi, South Korea",BTGin is a red ginseng enzyme manufacturing company.,"1,783,998",$1M to $10M,Active,2002-04-25,day,,,,,For Profit,https://btgin.com,"BTGin is a health-functional food manufacturing company. They are developing raw materials and products in various fields, such as health-functional foods, general foods, cosmetics, and pharmaceutical raw materials.",,,,
SW Chemicals,https://www.crunchbase.com/organization/sw-chemicals,"Biotechnology, Chemical, Industrial","Gunsan, Cholla-bukto, South Korea",SW Chemicals develops nano-diamond products for use in high-value industries.,"1,794,655",,Active,2019-01-01,year,,,,,For Profit,http://swchemicals.com,"SW Chemicals develops nano-diamond products for use in high-value industries. The company provides nanodiamond products, analysis services, early development services, and chamber design and manufacturing services.",,,USD,
JSK Bio Co.,https://www.crunchbase.com/organization/jsk-bio-co,"Biotechnology, Clinical Trials","Cheongju, Ch'ungch'ong-bukto, South Korea","JSK Bio Co. is a research and development company that develops biotechnology materials used in cosmetics, food, and household goods.","1,796,148",,Active,2014-11-01,month,,,,,For Profit,http://www.j2kbio.com,,,,,
National Institute of Food and Drug Safety Evaluation,https://www.crunchbase.com/organization/national-institute-of-food-and-drug-safety-evaluation,"Biotechnology, Cosmetics, Food and Beverage, Test and Measurement","Cheongju, Ch'ungch'ong-bukto, South Korea",National Institute of Food and Drug Safety Evaluation performs testing and analysis of food and drug products.,"1,803,429",,Active,1987-12-01,day,,,,,For Profit,https://www.nifds.go.kr,,,,,
NEXT BT Co Ltd,https://www.crunchbase.com/organization/next-bt-co-ltd,"Biotechnology, Health Care, Pharmaceutical","Yongin, Ch'ungch'ong-namdo, South Korea","Next BT is a distributor firm focusing in total solutions for the health, functional food, cosmetics, and pharmaceutical industries.","1,820,502",,Active,1995-02-01,month,2002-11-01,day,,,For Profit,http://www.nextbt.co.kr,,IPO,,,
Jeonjinbio,https://www.crunchbase.com/organization/jeonjinbio,"Biopharma, Biotechnology, Manufacturing","Daegu, Taegu-jikhalsi, South Korea","Jeonjinbio develops bird repellents, lotion, spray, animal repellents, and other bio-technology products.","1,821,284",$1M to $10M,Active,2004-09-16,day,,,,,For Profit,http://www.jjbio.co.kr,,,,USD,
SeaSun Biomaterials,https://www.crunchbase.com/organization/seasun-biomaterials,"Biotechnology, Health Diagnostics, Medical","Daejeon, Taejon-jikhalsi, South Korea","SeaSun Biomaterials is specialized in various molecular diagnostic such as early diagnostics, and infectious disease diagnosis.","1,824,843",,Active,2012-01-01,year,,,,,For Profit,http://www.seasunbio.com/en/,,,,,
BMS,https://www.crunchbase.com/organization/bms-680d,"Biotechnology, Medical Device, Sales","Yeoksamdong, Seoul-t'ukpyolsi, South Korea",BMS is a distributor of research and diagnostics products in the field of life sciences and bio technology.,"1,827,420",,Active,1988-01-01,day,,,,,For Profit,http://bms.kr/,,,,,
"Cellbiotech CO.,LTD",https://www.crunchbase.com/organization/cell-biotech-international-a-s,"Biometrics, Biopharma, Biotechnology, Manufacturing, Organic Food","Wolgot, Inch'on-jikhalsi, South Korea",Cell Biotech is a Biotech company manufacturing probiotic products within OTC and Food Supplements.,"1,847,681",,Active,1994-01-01,year,,,,,For Profit,https://www.duolac.com,,,,,
Soft Genomics,https://www.crunchbase.com/organization/soft-genomics,"Biotechnology, Genetics, Health Diagnostics, Medical Device","Soul, Seoul-t'ukpyolsi, South Korea",Soft Genomics is a bio-venture company that offers molecular diagnosis technology.,"1,851,005",,Active,2020-01-01,year,,,,,For Profit,http://www.softgenomics.com,,,,,
Asan Institute for Life Sciences,https://www.crunchbase.com/organization/asan-institute-for-life-sciences,"Biotechnology, Health Care, Life Science, Product Research","Songpadong, Seoul-t'ukpyolsi, South Korea",Asan Institute for Life Sciences specializes in biomedical and clinical research services.,"1,870,318",,Active,1990-01-01,year,,,,,For Profit,https://ails.amc.seoul.kr/,,,,,
