Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
UES E-Solutions,https://www.crunchbase.com/organization/ues-e-solutions,"Information Services, Network Security, Professional Services, Security","Petaling, Kuala Lumpur, Malaysia","UES E-Solutions provide a variety of services, including IT security professional consultation.","2,327,035",Active,2004-01-01,year,,,,,For Profit,http://ueses.com.my/,"UES E-Solutions provides a variety of services, such as professional consultation on IT security, IT security products, wireless security, managed services, network infrastructure, web design and development, content management system, e-commerce solutions, and internet solutions. They aim to be the partner of choice in IT solutions through creative, innovative and ongoing enhancements and human resource development.",,,,
Jimah,https://www.crunchbase.com/organization/jimah,Energy,"Kuala Lumpur, Kuala Lumpur, Malaysia",Jimah operates as an energy company.,"2,329,530",Active,2003-10-02,day,,,,,For Profit,http://www.jimahev.com.my/,,,,,
Singular Asset Management,https://www.crunchbase.com/organization/singular-asset-management,"Asset Management, Finance, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia",Singular Asset Management is a fund management company that helps clients achieve long-term asset preservation.,"2,344,861",Active,2002-01-01,year,,,,,For Profit,https://singular.com.my,,,,,
Alcassoft,https://www.crunchbase.com/organization/alcassoft,"Information Technology, Mobile Apps, Web Development","Petaling Jaya, Selangor, Malaysia",Alcassoft is a web and mobile development firm focused on empowering its clients with end-to-end digital solutions and services.,"2,349,382",Active,2003-01-01,day,,,,,For Profit,https://www.alcassoft.com/,,,,,
Net Onboard,https://www.crunchbase.com/organization/net-onboard,"Cloud Management, Information Technology, Web Hosting","Puchong Batu Dua Belas, Selangor, Malaysia","Net Onboard specializes in offering the broadest portfolio of web hosting, cloud storage, dedicated server, security & colocation services.","2,352,224",Active,2001-01-01,year,,,,,For Profit,https://www.netonboard.com/,,,,,
Chronos Process Integration,https://www.crunchbase.com/organization/chronos-process-integration,"Small and Medium Businesses, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",Chronos Process Integration Sdn. Bhd. commenced business in 2002 as a Process Consulting and Software Development company. Chronos,"2,358,714",Active,2002-06-03,day,,,,,For Profit,http://www.estockcard.com,"Chronos Process Integration Sdn. Bhd. commenced business in 2002 as a Process Consulting and Software Development company. Chronos specializes in Process Flow analysis, Layout Planning, Industrial Engineering, ICT and Kaizen activities (Man, Method, Machine and Material).  Chronos mission is to create value in the delivery of business methods and software automation tools for the manufacturing and energy sector.Chronos was awarded with the MSC-Status in November 2002 by the Multimedia Development Corporation (MDC) in recognition of its development of Manufacturing Information & Execution Systems (MIES) for the manufacturing sector.Chronos is committed to deliver flexible and practical solutions for the manufacturing value chain and energy industry enabling clients to compete more effectively in todays challenging business environment.",,,,
Islamic Finance News,https://www.crunchbase.com/organization/islamic-finance-news,"News, Publishing, Small and Medium Businesses","Kuala Lumpur, Kuala Lumpur, Malaysia",Islamic Finance News is an Islamic finance news provider company.,"2,361,093",Active,2004-01-01,year,,,,,For Profit,https://www.islamicfinancenews.com,,,,,
The Handwork Studio,https://www.crunchbase.com/organization/the-handwork-studio,"Art, Education, Personal Development, Service Industry","Taman Sedia, Pahang, Malaysia","The Handwork Studio is a fun, summer enrichment camp where kids learn by making.","2,363,528",Active,2002-01-01,year,,,,,For Profit,https://www.thehandworkstudio.com,"The Handwork Studio provides a safe and nurturing environment for children to learn new skills, discover their abilities, and embrace the power of innovation. Summer camp, hands-on learning, experiential learning, art education, summer enrichment camp, independent schools, after-school programming, and curriculum development are some of their specialties.",,,,
Vsolar,https://www.crunchbase.com/organization/vsolar,"Energy, Renewable Energy, Solar","Petaling Jaya, Selangor, Malaysia","Vsolar is a renewable electricity producer that offers maintenance, monitoring, and project management services.","2,366,048",Active,2003-10-21,day,2004-12-22,day,,,For Profit,http://www.vsolar.com.my,"Vsolar generates renewable electricity by harnessing the sun's energy. They use photo-voltaic panels for convert into electrical energy. They provide maintenance and monitoring, construction and commissioning, project management and development, and engineering procurement services.",IPO,,,
E-Plus,https://www.crunchbase.com/organization/e-plus,"Event Management, Event Promotion, Events, Sports","Selangor, Selangor, Malaysia",E-Plus is an events management company that provides ideas in both event planning and event execution for clients internationally.,"2,371,804",Active,2004-01-01,year,2017-01-16,day,,,For Profit,http://www.eplusglobal.com,"E-Plus offers event management services. They provide creative ideas in both event planning and event execution for clients internationally. They promote, organize, and manage multiple-year international event rights. They are also involved with international concerts and world conferences throughout the year.",IPO,,,
Avis Pioneer Logistics Sdn Bhd,https://www.crunchbase.com/organization/avis-pioneer-logistics-sdn-bhd,"Logistics, Transportation","Selangor, Selangor, Malaysia","Avis Pioneer Logistics offers Freight Forwarding(Ocean/Air), Customs Clearance, Project Forwarding, Inland Transportation, Warehousing, etc.","2,384,496",Active,2000-01-01,year,,,,,For Profit,https://www.avispioneer.com,,,,,
Netinfinium Corporation,https://www.crunchbase.com/organization/netinfinium-corporation,"Advertising, E-Commerce, Information Technology, Software","Petaling Jaya, Selangor, Malaysia",E-Document & E-Marketing Solutions,"2,386,538",Active,2000-06-01,day,,,,,For Profit,http://www.netinfinium.com,Netinfinium is a company that provides e-statement and e-marketing solutions for its clients. They have 2 core products namely a) DirectSecure - e-Document b) InterECM - email & sms marketing solution,,,,
ITMAX System Berhad,https://www.crunchbase.com/organization/itmax-system-berhad,"Information Technology, Telecommunications, Video","Kuala Lumpur, Kuala Lumpur, Malaysia",ITMAX System Berhad is a public space network system infrastructure provider that offers networked video surveillance services.,"2,415,512",Active,2001-01-01,year,,,,,For Profit,https://itmax.com.my,,,,,
CAM Resources,https://www.crunchbase.com/organization/cam-resources,"Consumer Goods, Manufacturing","Kuala Lumpur, Kuala Lumpur, Malaysia","CAM Resources is a manufacturer of aluminum, stainless steel, melamine, plastic household products, and palm fiber.","2,420,177",Active,2000-12-20,day,2002-03-14,day,,,For Profit,http://camres.com.my/,"CAM Resources manufactures and trades household products, which include aluminum and stainless steel kitchenware, kitchen sinks, kitchen knives, plastic kitchenware, and melamine tableware. They also have palm oil milling that manufactures and trades crude palm oil, palm kernels, oil palm fiber, and other related products.",IPO,,,
Landserve,https://www.crunchbase.com/organization/landserve,"Advice, Property Management, Real Estate, Rental","Petaling Jaya, Selangor, Malaysia",Landserve is a real estate advisory firm.,"2,425,409",Active,2002-01-01,year,,,,,For Profit,https://landserve.com.my,"Landserve provides real estate services. Their services include valuation, estate agency, property management, and research. They provide residential and commercial property for sale. For inquiries, telephone and email contact are used.",,,,
ECM Libra,https://www.crunchbase.com/organization/ecm-libra,Financial Services,"Kuala Lumpur, Kuala Lumpur, Malaysia",ECM Libra is a boutique financial services group.,"2,426,305",Active,2002-01-01,year,2005-04-07,day,,,For Profit,http://www.ecmlibra.com,"ECM Libra Financial Group Berhad is the listed holding company of ECM Libra Group. Commenced in 2002 as a boutique financial services group, we have since expanded our footprint across the country and achieved several marking milestones in our business journey. We are guided by our philosophy of ""commitment to deliver and growth through innovation"" and broke new grounds in providing our clients with flexible and innovative solutions to meet their financial and investment goals through the various business divisions of the Group over the years.",IPO,,,
Three Sixty Financial,https://www.crunchbase.com/organization/three-sixty-financial,"Advice, Financial Services, Retirement, Wealth Management","Kuala Lumpur, Kuala Lumpur, Malaysia","Three Sixty Financial provides financial planning, retirement planning, tax advice, and wealth management services.","2,426,369",Active,2001-01-01,year,,,,,For Profit,https://threesixtyfinancial.net,"Three Sixty Financial Inc is a company that offers financial services. The company's mission is to provide independent financial advice through expertise and transparency. They aim to give clients a clearer view of their financial future. Their services include financial planning for affluent families, business owners, and key executives. They also offer compliance and business support services to directly authorized firms. In addition, they provide comprehensive wealth management, tax and accounting, and investment management system services.",,,,
RBE Element,https://www.crunchbase.com/organization/rbe-element,"Clean Energy, Construction, Information Technology, Project Management","Kuala Lumpur, Kuala Lumpur, Malaysia","RBE Element is a construction company that offers alternative energy solutions, engineering, and IT services.","2,426,963",Active,2000-01-01,year,,,,,For Profit,https://www.rapidltd.com,"RBE ELEMENT SDN BHD is a company that operates in the construction industry. It specializes in providing full-service alternative energy solutions in solar energy and wind sectors, functioning as an independent international renewable energy developer. The company also offers a wide range of Engineering, Project/Programme Management, and Information Technology services. Contract administration, which involves numerous tasks occurring before and after contract, is one of the most important jobs related to their construction projects. Their goal is to provide quality design and construction oversight for projects, aiming to exceed the expectations of their clients.",,,,
South Pacific Communications,https://www.crunchbase.com/organization/south-pacific-communications,"Construction, Consulting, Project Management, Telecommunications","Petaling Jaya, Selangor, Malaysia",South Pacific Communications builds teelcommunication networks.,"2,429,760",Active,2001-01-01,year,,,,,For Profit,https://southpac.com.my,,,,,
Knight Group International,https://www.crunchbase.com/organization/knight-group-international,"Association, Finance, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia","Knight Group International offers resources and services for e-marketing, IT, corporate, structured finance, asset, and wealth management.","2,434,680",Active,2000-01-01,year,,,,,For Profit,https://knightgroup.org,,,,,
